text,isdog
"The Acworth Silsby Library is the public library of Acworth, New Hampshire, located in the town center at 5 Lynn Hill Road. Built in 1891 and funded by Acworth native Ithiel Homer Silsby, the building is a distinctive local example of Romanesque architecture. The building was listed on the National Register of Historic Places in 1983.[1]",0
"The Wilhelmspalais (German: Wilhelm's Palace) is a Palace located on the Charlottenplatz in Stuttgart-Mitte. It was the living quarters of the last Württemberg King Wilhelm II. It was destroyed during World War II and between 1961 and 1965 reconstructed in modern style. The central library of the town, the Stadtbibliothek Stuttgart was situated in this building from 1965 until 2011. Since 2018 the City Museum of Stuttgart is situated in Wilhelm Palais.",0
"Constructive perception, is the theory of perception in which the perceiver uses sensory information and other sources of information to construct a cognitive understanding of a stimulus. In contrast to this top-down approach, there is the bottom-up approach of direct perception. Perception is more of a hypothesis, and the evidence to support this is that ""Perception allows behaviour to be generally appropriate to non-sensed object characteristics,"" meaning that we react to obvious things that, for example, are like doors even though we only see a ""long, narrow rectangle as the door is ajar.""[1]",0
"Aliabad Rural District (Persian: دهستان علی‌آباد) is a rural district (dehestan) in the Central District of Qaem Shahr County, Mazandaran Province, Iran.[1] At the 2006 census, its population was 24,184, in 6,455 families.[2] The rural district has 18 villages:",0
"The Hirshey Mine was one of the major gold mines in the northern mountains of the Kenai Peninsula in south-central Alaska in the first half of the 20th century.  The mine, unlike many local claims an underground operation, is located in the mountains of what is now Chugach National Forest, on the east side of Palmer Creek about 12 miles (19 km) southeast of the community of Hope.  The claim was staked in 1911 John Hirshey, who arrived in the area in 1895 and was one of the early settlers of Hope.  He called the claim his ""Lucky Strike"", and it was worked until all mines were closed in the area in 1942.  When the area was listed on the National Register of Historic Places in 1978, remnants of two buildings survived, along with the entrance to one of the tunnels and discarded equipment.[1][2]",0
"Freshlyground are a South African Afro-fusion band that formed in Cape Town in 2002. The band members have different backgrounds, including South Africa, Mozambique, and Zimbabwe. Freshlyground's musical style blends elements of traditional South African music (such as kwela and African folk music), blues, jazz, and features of indie rock. They are best known for their performance ""Waka Waka (This Time for Africa)"" with Colombian singer Shakira, which received worldwide recognition. The music video – featuring the group – also received over 3 billion views on YouTube, making it the 21st most watched video on the entire site.",0
"Mount Lindesay National Park is a national park in the Great Southern Region of Western Australia. It was designated in 2004, and covers an area of 395.73 km2.[1] It is part of the larger Walpole Wilderness Area that was established in the same year.",0
"Killi Faizo is a UNHCR staging refugee camp on the Afghan-Pakistan border, in Chaman, Pakistan - two kilometres into the country. A parallel camp exists on the other side of the border. It was opened in late 2001 as a response to the U.S. invasion of Afghanistan.",0
"Father Manuel Yergatian (1954–2004) was a Turkish Armenian priest, who was arrested in Turkey for the alleged possession of maps that indicated Armenian territory within modern-day Turkey and was sentenced to 14 years in prison. Amnesty International adopted him as a prisoner of conscience, concluding that the evidence against him was baseless.[1][2] In later years Fr. Yergatian was the spiritual leader of Armenians in the Netherlands.[3][4]",0
"Chimmanakali is an art form of Pulaya of north Kerala, south India. Chimmanam should mean humor or chat. Chimmanakali is associated with Garbhabali known as Kannal Kalampattu. The song sung for this play is known as chothiyum pidiym pattu. Very often speeches braced with humor are held. The incidents are dramatized and presented. Chimmanakali essentially is a satirical form of art performed to point out evils of society.",0
"Algis Uždavinys (1962–2010) was a prolific Lithuanian philosopher and scholar. His work pioneered the hermeneutical comparative study of Egyptian and Greek religions, especially their esoteric relations to Semitic religions, and in particular the inner aspect of Islam (Sufism). His books have been published in Lithuanian, Russian, English and French, including translations of Plotinus, Frithjof Schuon and Ananda Coomaraswamy into Russian and Lithuanian.",0
"Saussurea laniceps (common name cotton-headed snow lotus, simplified Chinese: 绵头雪兔子; traditional Chinese: 綿頭雪兔子; lit. 'cotton head(ed) snow rabbit') is a rare snow lotus found only in the Himalayas including southwest China (in Sikkim in India and in Sichuan, Tibet and Yunnan in China). It might also occur in northern Burma. It grows above about 3,200 m (10,500 ft) altitude on alpine scree slopes.[1] It is reputed to have medicinal properties according to traditional Chinese medicine.[2] Among the snow lotus, Saussurea laniceps is proven to be more effective for its anti-inflammatory and anti-nociceptive effects.[3]",0
"The NWA World Historic Middleweight Championship (Campeonato Mundial Historico de Peso Medio de la NWA in Spanish) is a professional wrestling championship promoted by Consejo Mundial de Lucha Libre (CMLL). The title, being a professional wrestling championship, is not won legitimately: it is instead won via a scripted ending to a wrestling match. The official definition of the middleweight weight class in Mexico is between 82 kg (181 lb) and 87 kg (192 lb), but is not always strictly enforced. For example, previous NWA World Historic Middleweight Champion Último Guerrero is billed as weighing 95 kg (209 lb). Místico is the current champion, he is the eighth champion overall and he is in his first reign.",0
"Saraswathi Sundaresan Iyer, professionally known as Kumari Sachu is an Indian actress who has acted in more than 500 films in five different languages and a few television serials. She is a character actress/comedienne who has nonchalantly blended into the roles she has portrayed over five decades. She made her film début in 1953 in the film Rani at the age of 4, and has since then been a prominent face on the silver screen. Since 1995, she has started acting in television serials.[1] In 2012, Sri Krishna Gana Sabha in Chennai, honored Kumari Sachu with the Nadaga Soodamani award.[2]",0
"William Bowen (6 December 1897 – 19 December 1960)[1] was a Welsh dual-code rugby union, and professional rugby league footballer who played in the 1910s and 1920s. He played representative level rugby union (RU) for Wales, winning 6 caps, and at club level for Swansea, as a fly half, and club level rugby league (RL) for Leeds, as a centre.",0
"""Riverman"" is a song by the English rock band Noel Gallagher's High Flying Birds. It was written and produced by Noel Gallagher. The track was released on 11 May 2015 as the third single from the band's second studio album Chasing Yesterday (2015).[1]",0
"Blended Value refers to an emerging conceptual framework in which non-profit organizations, businesses, and investments are evaluated based on their ability to generate a blend of financial, social, and environmental value. The term is usually attributed to Jed Emerson, and sometimes used interchangeably with triple bottom line. Blended value propositions are founded on the notion that value cannot be bifurcated, and is inherently made up of more than one measurement of performance. For example, under a blended value proposition, a for-profit business would consider their social and environmental impact on society alongside their financial performance measurement. Within the same context, non-profits would consider their financial efficiency  and sustainability in tandem with their social and environmental performance. Blended value suggests the true measure of any organization is in its ability to holistically perform in all 3 areas.",0
